Freq.	V(out)/V(in)
4.67735141287194e-002	(8.29195827019521e+001dB,9.17879741145950e+001°)
4.78630092322634e-002	(8.27197729911774e+001dB,9.17473003680190e+001°)
4.89778819368442e-002	(8.25199547237602e+001dB,9.17075507664117e+001°)
5.01187233627267e-002	(8.23201282841288e+001dB,9.16687043871492e+001°)
5.12861383991360e-002	(8.21202940394691e+001dB,9.16307407763040e+001°)
5.24807460249768e-002	(8.19204523404960e+001dB,9.15936399384793e+001°)
5.37031796370247e-002	(8.17206035221897e+001dB,9.15573823268413e+001°)
5.49540873857619e-002	(8.15207479044993e+001dB,9.15219488333470e+001°)
5.62341325190343e-002	(8.13208857930155e+001dB,9.14873207791654e+001°)
5.75439937337151e-002	(8.11210174796131e+001dB,9.14534799052898e+001°)
5.88843655355583e-002	(8.09211432430651e+001dB,9.14204083633379e+001°)
6.02559586074352e-002	(8.07212633496291e+001dB,9.13880887065379e+001°)
6.16595001861476e-002	(8.05213780536081e+001dB,9.13565038808977e+001°)
6.30957344480187e-002	(8.03214875978857e+001dB,9.13256372165543e+001°)
6.45654229034649e-002	(8.01215922144381e+001dB,9.12954724193009e+001°)
6.60693448007589e-002	(7.99216921248226e+001dB,9.12659935622886e+001°)
6.76082975391975e-002	(7.97217875406447e+001dB,9.12371850779005e+001°)
6.91830970918929e-002	(7.95218786640044e+001dB,9.12090317497951e+001°)
7.07945784384131e-002	(7.93219656879221e+001dB,9.11815187051156e+001°)
7.24435960074983e-002	(7.91220487967462e+001dB,9.11546314068634e+001°)
7.41310241300910e-002	(7.89221281665417e+001dB,9.11283556464324e+001°)
7.58577575029176e-002	(7.87222039654621e+001dB,9.11026775363009e+001°)
7.76247116628684e-002	(7.85222763541041e+001dB,9.10775835028791e+001°)
7.94328234724273e-002	(7.83223454858469e+001dB,9.10530602795088e+001°)
8.12830516164091e-002	(7.81224115071759e+001dB,9.10290948996129e+001°)
8.31763771102663e-002	(7.79224745579927e+001dB,9.10056746899917e+001°)
8.51138038202368e-002	(7.77225347719097e+001dB,9.09827872642632e+001°)
8.70963589956072e-002	(7.75225922765334e+001dB,9.09604205164449e+001°)
8.91250938133736e-002	(7.73226471937335e+001dB,9.09385626146749e+001°)
9.12010839355900e-002	(7.71226996399006e+001dB,9.09172019950677e+001°)
9.33254300796981e-002	(7.69227497261927e+001dB,9.08963273557049e+001°)
9.54992586021426e-002	(7.67227975587695e+001dB,9.08759276507560e+001°)
9.77237220955801e-002	(7.65228432390175e+001dB,9.08559920847270e+001°)
9.99999999999990e-002	(7.63228868637642e+001dB,9.08365101068356e+001°)
1.02329299228074e-001	(7.61229285254830e+001dB,9.08174714055093e+001°)
1.04712854805089e-001	(7.59229683124886e+001dB,9.07988659030035e+001°)
1.07151930523760e-001	(7.57230063091242e+001dB,9.07806837501387e+001°)
1.09647819614317e-001	(7.55230425959399e+001dB,9.07629153211532e+001°)
1.12201845430195e-001	(7.53230772498629e+001dB,9.07455512086695e+001°)
1.14815362149687e-001	(7.51231103443605e+001dB,9.07285822187711e+001°)
1.17489755493952e-001	(7.49231419495958e+001dB,9.07119993661890e+001°)
1.20226443461740e-001	(7.47231721325759e+001dB,9.06957938695945e+001°)
1.23026877081237e-001	(7.45232009572940e+001dB,9.06799571469959e+001°)
1.25892541179415e-001	(7.43232284848646e+001dB,9.06644808112380e+001°)
1.28824955169312e-001	(7.41232547736533e+001dB,9.06493566656013e+001°)
1.31825673855639e-001	(7.39232798794002e+001dB,9.06345766994990e+001°)
1.34896288259164e-001	(7.37233038553378e+001dB,9.06201330842699e+001°)
1.38038426460287e-001	(7.35233267523041e+001dB,9.06060181690653e+001°)
1.41253754462274e-001	(7.33233486188497e+001dB,9.05922244768270e+001°)
1.44543977074591e-001	(7.31233695013415e+001dB,9.05787447003564e+001°)
1.47910838816819e-001	(7.29233894440601e+001dB,9.05655716984697e+001°)
1.51356124843619e-001	(7.27234084892940e+001dB,9.05526984922407e+001°)
1.54881661891246e-001	(7.25234266774291e+001dB,9.05401182613268e+001°)
1.58489319246110e-001	(7.23234440470344e+001dB,9.05278243403778e+001°)
1.62181009735891e-001	(7.21234606349435e+001dB,9.05158102155248e+001°)
1.65958690743754e-001	(7.19234764763329e+001dB,9.05040695209480e+001°)
1.69824365246173e-001	(7.17234916047962e+001dB,9.04925960355219e+001°)
1.73780082874936e-001	(7.15235060524157e+001dB,9.04813836795355e+001°)
1.77827941003890e-001	(7.13235198498301e+001dB,9.04704265114862e+001°)
1.81970085860996e-001	(7.11235330262995e+001dB,9.04597187249462e+001°)
1.86208713666285e-001	(7.09235456097674e+001dB,9.04492546454989e+001°)
1.90546071796323e-001	(7.07235576269200e+001dB,9.04390287277446e+001°)
1.94984459975802e-001	(7.05235691032427e+001dB,9.04290355523737e+001°)
1.99526231496886e-001	(7.03235800630740e+001dB,9.04192698233058e+001°)
2.04173794466951e-001	(7.01235905296575e+001dB,9.04097263648929e+001°)
2.08929613085402e-001	(6.99236005251907e+001dB,9.04004001191865e+001°)
2.13796208950221e-001	(6.97236100708723e+001dB,9.03912861432655e+001°)
2.18776162394953e-001	(6.95236191869470e+001dB,9.03823796066252e+001°)
2.23872113856831e-001	(6.93236278927486e+001dB,9.03736757886248e+001°)
2.29086765276775e-001	(6.91236362067410e+001dB,9.03651700759924e+001°)
2.34422881531990e-001	(6.89236441465568e+001dB,9.03568579603872e+001°)
2.39883291901946e-001	(6.87236517290357e+001dB,9.03487350360156e+001°)
2.45470891568500e-001	(6.85236589702591e+001dB,9.03407969973025e+001°)
2.51188643150955e-001	(6.83236658855851e+001dB,9.03330396366145e+001°)
2.57039578276883e-001	(6.81236724896804e+001dB,9.03254588420343e+001°)
2.63026799189535e-001	(6.79236787965518e+001dB,9.03180505951866e+001°)
2.69153480392688e-001	(6.77236848195758e+001dB,9.03108109691123e+001°)
2.75422870333813e-001	(6.75236905715269e+001dB,9.03037361261909e+001°)
2.81838293126442e-001	(6.73236960646046e+001dB,9.02968223161107e+001°)
2.88403150312657e-001	(6.71237013104596e+001dB,9.02900658738837e+001°)
2.95120922666635e-001	(6.69237063202182e+001dB,9.02834632179069e+001°)
3.01995172040198e-001	(6.67237111045059e+001dB,9.02770108480666e+001°)
3.09029543251355e-001	(6.65237156734700e+001dB,9.02707053438859e+001°)
3.16227766016834e-001	(6.63237200368014e+001dB,9.02645433627143e+001°)
3.23593656929624e-001	(6.61237242037546e+001dB,9.02585216379583e+001°)
3.31131121482587e-001	(6.59237281831678e+001dB,9.02526369773522e+001°)
3.38844156139198e-001	(6.57237319834813e+001dB,9.02468862612678e+001°)
3.46736850452527e-001	(6.55237356127556e+001dB,9.02412664410631e+001°)
3.54813389233571e-001	(6.53237390786885e+001dB,9.02357745374679e+001°)
3.63078054770097e-001	(6.51237423886313e+001dB,9.02304076390060e+001°)
3.71535229097168e-001	(6.49237455496044e+001dB,9.02251629004537e+001°)
3.80189396320557e-001	(6.47237485683125e+001dB,9.02200375413330e+001°)
3.89045144994276e-001	(6.45237514511583e+001dB,9.02150288444390e+001°)
3.98107170553492e-001	(6.43237542042565e+001dB,9.02101341544005e+001°)
4.07380277804108e-001	(6.41237568334465e+001dB,9.02053508762743e+001°)
4.16869383470330e-001	(6.39237593443049e+001dB,9.02006764741696e+001°)
4.26579518801587e-001	(6.37237617421574e+001dB,9.01961084699056e+001°)
4.36515832240161e-001	(6.35237640320900e+001dB,9.01916444416985e+001°)
4.46683592150958e-001	(6.33237662189598e+001dB,9.01872820228782e+001°)
4.57088189614869e-001	(6.31237683074053e+001dB,9.01830189006351e+001°)
4.67735141287192e-001	(6.29237703018562e+001dB,9.01788528147942e+001°)
4.78630092322632e-001	(6.27237722065428e+001dB,9.01747815566179e+001°)
4.89778819368440e-001	(6.25237740255052e+001dB,9.01708029676359e+001°)
5.01187233627266e-001	(6.23237757626016e+001dB,9.01669149385010e+001°)
5.12861383991358e-001	(6.21237774215163e+001dB,9.01631154078721e+001°)
5.24807460249766e-001	(6.19237790057682e+001dB,9.01594023613216e+001°)
5.37031796370246e-001	(6.17237805187176e+001dB,9.01557738302677e+001°)
5.49540873857617e-001	(6.15237819635735e+001dB,9.01522278909319e+001°)
5.62341325190342e-001	(6.13237833434006e+001dB,9.01487626633188e+001°)
5.75439937337149e-001	(6.11237846611257e+001dB,9.01453763102203e+001°)
5.88843655355581e-001	(6.09237859195438e+001dB,9.01420670362419e+001°)
6.02559586074350e-001	(6.07237871213241e+001dB,9.01388330868511e+001°)
6.16595001861474e-001	(6.05237882690156e+001dB,9.01356727474475e+001°)
6.30957344480185e-001	(6.03237893650528e+001dB,9.01325843424544e+001°)
6.45654229034647e-001	(6.01237904117605e+001dB,9.01295662344304e+001°)
6.60693448007587e-001	(5.99237914113588e+001dB,9.01266168232016e+001°)
6.76082975391973e-001	(5.97237923659680e+001dB,9.01237345450138e+001°)
6.91830970918927e-001	(5.95237932776129e+001dB,9.01209178717032e+001°)
7.07945784384128e-001	(5.93237941482272e+001dB,9.01181653098870e+001°)
7.24435960074980e-001	(5.91237949796575e+001dB,9.01154754001712e+001°)
7.41310241300907e-001	(5.89237957736675e+001dB,9.01128467163776e+001°)
7.58577575029173e-001	(5.87237965319412e+001dB,9.01102778647874e+001°)
7.76247116628681e-001	(5.85237972560872e+001dB,9.01077674834030e+001°)
7.94328234724271e-001	(5.83237979476413e+001dB,9.01053142412254e+001°)
8.12830516164088e-001	(5.81237986080705e+001dB,9.01029168375492e+001°)
8.31763771102659e-001	(5.79237992387756e+001dB,9.01005740012728e+001°)
8.51138038202365e-001	(5.77237998410943e+001dB,9.00982844902247e+001°)
8.70963589956068e-001	(5.75238004163043e+001dB,9.00960470905052e+001°)
8.91250938133733e-001	(5.73238009656257e+001dB,9.00938606158425e+001°)
9.12010839355897e-001	(5.71238014902236e+001dB,9.00917239069645e+001°)
9.33254300796978e-001	(5.69238019912108e+001dB,9.00896358309835e+001°)
9.54992586021422e-001	(5.67238024696498e+001dB,9.00875952807962e+001°)
9.77237220955797e-001	(5.65238029265557e+001dB,9.00856011744966e+001°)
9.99999999999986e-001	(5.63238033628974e+001dB,9.00836524548025e+001°)
1.02329299228074e+000	(5.61238037796006e+001dB,9.00817480884949e+001°)
1.04712854805088e+000	(5.59238041775490e+001dB,9.00798870658706e+001°)
1.07151930523759e+000	(5.57238045575869e+001dB,9.00780684002062e+001°)
1.09647819614317e+000	(5.55238049205203e+001dB,9.00762911272359e+001°)
1.12201845430195e+000	(5.53238052671190e+001dB,9.00745543046398e+001°)
1.14815362149687e+000	(5.51238055981182e+001dB,9.00728570115442e+001°)
1.17489755493951e+000	(5.49238059142201e+001dB,9.00711983480339e+001°)
1.20226443461740e+000	(5.47238062160950e+001dB,9.00695774346746e+001°)
1.23026877081236e+000	(5.45238065043834e+001dB,9.00679934120470e+001°)
1.25892541179415e+000	(5.43238067796966e+001dB,9.00664454402909e+001°)
1.28824955169312e+000	(5.41238070426188e+001dB,9.00649326986604e+001°)
1.31825673855639e+000	(5.39238072937075e+001dB,9.00634543850882e+001°)
1.34896288259163e+000	(5.37238075334953e+001dB,9.00620097157607e+001°)
1.38038426460287e+000	(5.35238077624910e+001dB,9.00605979247026e+001°)
1.41253754462273e+000	(5.33238079811802e+001dB,9.00592182633704e+001°)
1.44543977074591e+000	(5.31238081900267e+001dB,9.00578700002557e+001°)
1.47910838816819e+000	(5.29238083894736e+001dB,9.00565524204977e+001°)
1.51356124843619e+000	(5.27238085799440e+001dB,9.00552648255036e+001°)
1.54881661891246e+000	(5.25238087618418e+001dB,9.00540065325787e+001°)
1.58489319246109e+000	(5.23238089355528e+001dB,9.00527768745644e+001°)
1.62181009735891e+000	(5.21238091014455e+001dB,9.00515751994842e+001°)
1.65958690743754e+000	(5.19238092598719e+001dB,9.00504008701983e+001°)
1.69824365246172e+000	(5.17238094111679e+001dB,9.00492532640658e+001°)
1.73780082874935e+000	(5.15238095556545e+001dB,9.00481317726142e+001°)
1.77827941003890e+000	(5.13238096936381e+001dB,9.00470358012176e+001°)
1.81970085860996e+000	(5.11238098254115e+001dB,9.00459647687805e+001°)
1.86208713666284e+000	(5.09238099512541e+001dB,9.00449181074303e+001°)
1.90546071796322e+000	(5.07238100714328e+001dB,9.00438952622162e+001°)
1.94984459975802e+000	(5.05238101862027e+001dB,9.00428956908147e+001°)
1.99526231496885e+000	(5.03238102958070e+001dB,9.00419188632422e+001°)
2.04173794466950e+000	(5.01238104004783e+001dB,9.00409642615741e+001°)
2.08929613085401e+000	(4.99238105004387e+001dB,9.00400313796701e+001°)
2.13796208950220e+000	(4.97238105959001e+001dB,9.00391197229058e+001°)
2.18776162394952e+000	(4.95238106870650e+001dB,9.00382288079106e+001°)
2.23872113856831e+000	(4.93238107741269e+001dB,9.00373581623113e+001°)
2.29086765276774e+000	(4.91238108572703e+001dB,9.00365073244816e+001°)
2.34422881531989e+000	(4.89238109366717e+001dB,9.00356758432976e+001°)
2.39883291901945e+000	(4.87238110124995e+001dB,9.00348632778984e+001°)
2.45470891568499e+000	(4.85238110849144e+001dB,9.00340691974523e+001°)
2.51188643150954e+000	(4.83238111540702e+001dB,9.00332931809286e+001°)
2.57039578276882e+000	(4.81238112201134e+001dB,9.00325348168742e+001°)
2.63026799189534e+000	(4.79238112831842e+001dB,9.00317937031955e+001°)
2.69153480392687e+000	(4.77238113434164e+001dB,9.00310694469453e+001°)
2.75422870333812e+000	(4.75238114009377e+001dB,9.00303616641141e+001°)
2.81838293126441e+000	(4.73238114558701e+001dB,9.00296699794270e+001°)
2.88403150312656e+000	(4.71238115083301e+001dB,9.00289940261445e+001°)
2.95120922666634e+000	(4.69238115584291e+001dB,9.00283334458679e+001°)
3.01995172040197e+000	(4.67238116062733e+001dB,9.00276878883495e+001°)
3.09029543251354e+000	(4.65238116519642e+001dB,9.00270570113069e+001°)
3.16227766016833e+000	(4.63238116955986e+001dB,9.00264404802413e+001°)
3.23593656929623e+000	(4.61238117372692e+001dB,9.00258379682603e+001°)
3.31131121482586e+000	(4.59238117770643e+001dB,9.00252491559046e+001°)
3.38844156139197e+000	(4.57238118150684e+001dB,9.00246737309786e+001°)
3.46736850452526e+000	(4.55238118513620e+001dB,9.00241113883850e+001°)
3.54813389233570e+000	(4.53238118860221e+001dB,9.00235618299625e+001°)
3.63078054770095e+000	(4.51238119191224e+001dB,9.00230247643285e+001°)
3.71535229097166e+000	(4.49238119507328e+001dB,9.00224999067241e+001°)
3.80189396320555e+000	(4.47238119809207e+001dB,9.00219869788631e+001°)
3.89045144994274e+000	(4.45238120097498e+001dB,9.00214857087848e+001°)
3.98107170553491e+000	(4.43238120372814e+001dB,9.00209958307093e+001°)
4.07380277804106e+000	(4.41238120635740e+001dB,9.00205170848972e+001°)
4.16869383470328e+000	(4.39238120886832e+001dB,9.00200492175114e+001°)
4.26579518801586e+000	(4.37238121126624e+001dB,9.00195919804826e+001°)
4.36515832240159e+000	(4.35238121355623e+001dB,9.00191451313779e+001°)
4.46683592150956e+000	(4.33238121574316e+001dB,9.00187084332723e+001°)
4.57088189614867e+000	(4.31238121783167e+001dB,9.00182816546228e+001°)
4.67735141287190e+000	(4.29238121982618e+001dB,9.00178645691459e+001°)
4.78630092322630e+000	(4.27238122173092e+001dB,9.00174569556976e+001°)
4.89778819368438e+000	(4.25238122354995e+001dB,9.00170585981560e+001°)
5.01187233627264e+000	(4.23238122528711e+001dB,9.00166692853067e+001°)
5.12861383991356e+000	(4.21238122694608e+001dB,9.00162888107312e+001°)
5.24807460249764e+000	(4.19238122853040e+001dB,9.00159169726968e+001°)
5.37031796370244e+000	(4.17238123004341e+001dB,9.00155535740504e+001°)
5.49540873857615e+000	(4.15238123148833e+001dB,9.00151984221131e+001°)
5.62341325190340e+000	(4.13238123286823e+001dB,9.00148513285789e+001°)
5.75439937337147e+000	(4.11238123418602e+001dB,9.00145121094142e+001°)
5.88843655355579e+000	(4.09238123544451e+001dB,9.00141805847608e+001°)
6.02559586074348e+000	(4.07238123664637e+001dB,9.00138565788398e+001°)
6.16595001861472e+000	(4.05238123779414e+001dB,9.00135399198592e+001°)
6.30957344480183e+000	(4.03238123889025e+001dB,9.00132304399223e+001°)
6.45654229034645e+000	(4.01238123993704e+001dB,9.00129279749387e+001°)
6.60693448007585e+000	(3.99238124093673e+001dB,9.00126323645377e+001°)
6.76082975391970e+000	(3.97238124189143e+001dB,9.00123434519826e+001°)
6.91830970918925e+000	(3.95238124280316e+001dB,9.00120610840883e+001°)
7.07945784384126e+000	(3.93238124367387e+001dB,9.00117851111398e+001°)
7.24435960074978e+000	(3.91238124450540e+001dB,9.00115153868124e+001°)
7.41310241300905e+000	(3.89238124529952e+001dB,9.00112517680949e+001°)
7.58577575029171e+000	(3.87238124605790e+001dB,9.00109941152131e+001°)
7.76247116628678e+000	(3.85238124678216e+001dB,9.00107422915562e+001°)
7.94328234724268e+000	(3.83238124747384e+001dB,9.00104961636039e+001°)
8.12830516164085e+000	(3.81238124813439e+001dB,9.00102556008560e+001°)
8.31763771102657e+000	(3.79238124876522e+001dB,9.00100204757629e+001°)
8.51138038202362e+000	(3.77238124936768e+001dB,9.00097906636583e+001°)
8.70963589956065e+000	(3.75238124994303e+001dB,9.00095660426927e+001°)
8.91250938133730e+000	(3.73238125049250e+001dB,9.00093464937692e+001°)
9.12010839355894e+000	(3.71238125101725e+001dB,9.00091319004801e+001°)
9.33254300796975e+000	(3.69238125151840e+001dB,9.00089221490451e+001°)
9.54992586021419e+000	(3.67238125199701e+001dB,9.00087171282514e+001°)
9.77237220955793e+000	(3.65238125245410e+001dB,9.00085167293941e+001°)
9.99999999999982e+000	(3.63238125289062e+001dB,9.00083208462192e+001°)
1.02329299228074e+001	(3.61238125330752e+001dB,9.00081293748669e+001°)
1.04712854805088e+001	(3.59238125370567e+001dB,9.00079422138165e+001°)
1.07151930523759e+001	(3.57238125408592e+001dB,9.00077592638328e+001°)
1.09647819614317e+001	(3.55238125444908e+001dB,9.00075804279133e+001°)
1.12201845430194e+001	(3.53238125479591e+001dB,9.00074056112368e+001°)
1.14815362149686e+001	(3.51238125512715e+001dB,9.00072347211132e+001°)
1.17489755493951e+001	(3.49238125544351e+001dB,9.00070676669344e+001°)
1.20226443461739e+001	(3.47238125574565e+001dB,9.00069043601259e+001°)
1.23026877081236e+001	(3.45238125603422e+001dB,9.00067447141005e+001°)
1.25892541179414e+001	(3.43238125630983e+001dB,9.00065886442116e+001°)
1.28824955169311e+001	(3.41238125657306e+001dB,9.00064360677089e+001°)
1.31825673855638e+001	(3.39238125682447e+001dB,9.00062869036944e+001°)
1.34896288259163e+001	(3.37238125706459e+001dB,9.00061410730794e+001°)
1.38038426460286e+001	(3.35238125729394e+001dB,9.00059984985425e+001°)
1.41253754462273e+001	(3.33238125751300e+001dB,9.00058591044888e+001°)
1.44543977074590e+001	(3.31238125772223e+001dB,9.00057228170098e+001°)
1.47910838816818e+001	(3.29238125792209e+001dB,9.00055895638440e+001°)
1.51356124843618e+001	(3.27238125811298e+001dB,9.00054592743389e+001°)
1.54881661891245e+001	(3.25238125829532e+001dB,9.00053318794132e+001°)
1.58489319246108e+001	(3.23238125846950e+001dB,9.00052073115206e+001°)
1.62181009735890e+001	(3.21238125863588e+001dB,9.00050855046133e+001°)
1.65958690743753e+001	(3.19238125879481e+001dB,9.00049663941079e+001°)
1.69824365246171e+001	(3.17238125894664e+001dB,9.00048499168502e+001°)
1.73780082874934e+001	(3.15238125909169e+001dB,9.00047360110827e+001°)
1.77827941003889e+001	(3.13238125923025e+001dB,9.00046246164108e+001°)
1.81970085860995e+001	(3.11238125936264e+001dB,9.00045156737718e+001°)
1.86208713666283e+001	(3.09238125948912e+001dB,9.00044091254027e+001°)
1.90546071796321e+001	(3.07238125960997e+001dB,9.00043049148102e+001°)
1.94984459975801e+001	(3.05238125972545e+001dB,9.00042029867405e+001°)
1.99526231496884e+001	(3.03238125983579e+001dB,9.00041032871500e+001°)
2.04173794466949e+001	(3.01238125994123e+001dB,9.00040057631766e+001°)
2.08929613085400e+001	(2.99238126004200e+001dB,9.00039103631118e+001°)
2.13796208950219e+001	(2.97238126013830e+001dB,9.00038170363733e+001°)
2.18776162394951e+001	(2.95238126023035e+001dB,9.00037257334779e+001°)
2.23872113856830e+001	(2.93238126031834e+001dB,9.00036364060158e+001°)
2.29086765276773e+001	(2.91238126040245e+001dB,9.00035490066242e+001°)
2.34422881531988e+001	(2.89238126048287e+001dB,9.00034634889629e+001°)
2.39883291901945e+001	(2.87238126055976e+001dB,9.00033798076893e+001°)
2.45470891568498e+001	(2.85238126063329e+001dB,9.00032979184344e+001°)
2.51188643150953e+001	(2.83238126070361e+001dB,9.00032177777795e+001°)
2.57039578276882e+001	(2.81238126077088e+001dB,9.00031393432330e+001°)
2.63026799189533e+001	(2.79238126083523e+001dB,9.00030625732078e+001°)
2.69153480392686e+001	(2.77238126089680e+001dB,9.00029874269994e+001°)
2.75422870333811e+001	(2.75238126095572e+001dB,9.00029138647644e+001°)
2.81838293126440e+001	(2.73238126101212e+001dB,9.00028418474990e+001°)
2.88403150312655e+001	(2.71238126106612e+001dB,9.00027713370187e+001°)
2.95120922666633e+001	(2.69238126111783e+001dB,9.00027022959380e+001°)
3.01995172040196e+001	(2.67238126116736e+001dB,9.00026346876504e+001°)
3.09029543251353e+001	(2.65238126121482e+001dB,9.00025684763091e+001°)
3.16227766016832e+001	(2.63238126126030e+001dB,9.00025036268078e+001°)
3.23593656929622e+001	(2.61238126130391e+001dB,9.00024401047627e+001°)
3.31131121482585e+001	(2.59238126134573e+001dB,9.00023778764933e+001°)
3.38844156139196e+001	(2.57238126138586e+001dB,9.00023169090056e+001°)
3.46736850452525e+001	(2.55238126142437e+001dB,9.00022571699737e+001°)
3.54813389233569e+001	(2.53238126146136e+001dB,9.00021986277231e+001°)
3.63078054770094e+001	(2.51238126149690e+001dB,9.00021412512141e+001°)
3.71535229097165e+001	(2.49238126153106e+001dB,9.00020850100248e+001°)
3.80189396320554e+001	(2.47238126156392e+001dB,9.00020298743354e+001°)
3.89045144994273e+001	(2.45238126159554e+001dB,9.00019758149123e+001°)
3.98107170553490e+001	(2.43238126162601e+001dB,9.00019228030924e+001°)
4.07380277804105e+001	(2.41238126165537e+001dB,9.00018708107681e+001°)
4.16869383470327e+001	(2.39238126168369e+001dB,9.00018198103724e+001°)
4.26579518801584e+001	(2.37238126171103e+001dB,9.00017697748643e+001°)
4.36515832240157e+001	(2.35238126173745e+001dB,9.00017206777142e+001°)
4.46683592150954e+001	(2.33238126176301e+001dB,9.00016724928903e+001°)
4.57088189614866e+001	(2.31238126178776e+001dB,9.00016251948442e+001°)
4.67735141287189e+001	(2.29238126181175e+001dB,9.00015787584979e+001°)
4.78630092322629e+001	(2.27238126183503e+001dB,9.00015331592303e+001°)
4.89778819368437e+001	(2.25238126185766e+001dB,9.00014883728640e+001°)
5.01187233627262e+001	(2.23238126187967e+001dB,9.00014443756527e+001°)
5.12861383991355e+001	(2.21238126190112e+001dB,9.00014011442684e+001°)
5.24807460249762e+001	(2.19238126192206e+001dB,9.00013586557894e+001°)
5.37031796370242e+001	(2.17238126194252e+001dB,9.00013168876877e+001°)
5.49540873857614e+001	(2.15238126196255e+001dB,9.00012758178173e+001°)
5.62341325190338e+001	(2.13238126198220e+001dB,9.00012354244024e+001°)
5.75439937337145e+001	(2.11238126200150e+001dB,9.00011956860258e+001°)
5.88843655355577e+001	(2.09238126202049e+001dB,9.00011565816178e+001°)
6.02559586074346e+001	(2.07238126203922e+001dB,9.00011180904446e+001°)
6.16595001861470e+001	(2.05238126205773e+001dB,9.00010801920979e+001°)
6.30957344480181e+001	(2.03238126207605e+001dB,9.00010428664832e+001°)
6.45654229034643e+001	(2.01238126209422e+001dB,9.00010060938102e+001°)
6.60693448007583e+001	(1.99238126211229e+001dB,9.00009698545815e+001°)
6.76082975391968e+001	(1.97238126213028e+001dB,9.00009341295824e+001°)
6.91830970918923e+001	(1.95238126214825e+001dB,9.00008988998713e+001°)
7.07945784384124e+001	(1.93238126216622e+001dB,9.00008641467687e+001°)
7.24435960074975e+001	(1.91238126218424e+001dB,9.00008298518482e+001°)
7.41310241300902e+001	(1.89238126220234e+001dB,9.00007959969262e+001°)
7.58577575029168e+001	(1.87238126222056e+001dB,9.00007625640522e+001°)
7.76247116628676e+001	(1.85238126223894e+001dB,9.00007295354998e+001°)
7.94328234724265e+001	(1.83238126225752e+001dB,9.00006968937568e+001°)
8.12830516164083e+001	(1.81238126227634e+001dB,9.00006646215161e+001°)
8.31763771102654e+001	(1.79238126229544e+001dB,9.00006327016665e+001°)
8.51138038202359e+001	(1.77238126231486e+001dB,9.00006011172837e+001°)
8.70963589956063e+001	(1.75238126233463e+001dB,9.00005698516212e+001°)
8.91250938133727e+001	(1.73238126235481e+001dB,9.00005388881016e+001°)
9.12010839355891e+001	(1.71238126237543e+001dB,9.00005082103076e+001°)
9.33254300796972e+001	(1.69238126239655e+001dB,9.00004778019735e+001°)
9.54992586021416e+001	(1.67238126241819e+001dB,9.00004476469762e+001°)
9.77237220955791e+001	(1.65238126244042e+001dB,9.00004177293274e+001°)
9.99999999999979e+001	(1.63238126246327e+001dB,9.00003880331641e+001°)
1.02329299228073e+002	(1.61238126248679e+001dB,9.00003585427412e+001°)
1.04712854805088e+002	(1.59238126251104e+001dB,9.00003292424224e+001°)
1.07151930523758e+002	(1.57238126253607e+001dB,9.00003001166722e+001°)
1.09647819614316e+002	(1.55238126256193e+001dB,9.00002711500479e+001°)
1.12201845430194e+002	(1.53238126258867e+001dB,9.00002423271910e+001°)
1.14815362149686e+002	(1.51238126261635e+001dB,9.00002136328191e+001°)
1.17489755493951e+002	(1.49238126264503e+001dB,9.00001850517182e+001°)
1.20226443461739e+002	(1.47238126267477e+001dB,9.00001565687341e+001°)
1.23026877081236e+002	(1.45238126270564e+001dB,9.00001281687649e+001°)
1.25892541179414e+002	(1.43238126273769e+001dB,9.00000998367524e+001°)
1.28824955169311e+002	(1.41238126277100e+001dB,9.00000715576747e+001°)
1.31825673855638e+002	(1.39238126280564e+001dB,9.00000433165379e+001°)
1.34896288259163e+002	(1.37238126284168e+001dB,9.00000150983680e+001°)
1.38038426460286e+002	(1.35238126287920e+001dB,8.99999868882035e+001°)
1.41253754462272e+002	(1.33238126291828e+001dB,8.99999586710870e+001°)
1.44543977074590e+002	(1.31238126295899e+001dB,8.99999304320573e+001°)
1.47910838816818e+002	(1.29238126300143e+001dB,8.99999021561418e+001°)
1.51356124843618e+002	(1.27238126304569e+001dB,8.99998738283482e+001°)
1.54881661891245e+002	(1.25238126309186e+001dB,8.99998454336567e+001°)
1.58489319246108e+002	(1.23238126314004e+001dB,8.99998169570120e+001°)
1.62181009735890e+002	(1.21238126319032e+001dB,8.99997883833156e+001°)
1.65958690743753e+002	(1.19238126324283e+001dB,8.99997596974172e+001°)
1.69824365246171e+002	(1.17238126329766e+001dB,8.99997308841072e+001°)
1.73780082874934e+002	(1.15238126335494e+001dB,8.99997019281084e+001°)
1.77827941003888e+002	(1.13238126341478e+001dB,8.99996728140679e+001°)
1.81970085860994e+002	(1.11238126347732e+001dB,8.99996435265491e+001°)
1.86208713666283e+002	(1.09238126354268e+001dB,8.99996140500234e+001°)
1.90546071796321e+002	(1.07238126361101e+001dB,8.99995843688619e+001°)
1.94984459975800e+002	(1.05238126368244e+001dB,8.99995544673273e+001°)
1.99526231496884e+002	(1.03238126375714e+001dB,8.99995243295654e+001°)
2.04173794466948e+002	(1.01238126383526e+001dB,8.99994939395967e+001°)
2.08929613085399e+002	(9.92381263916958e+000dB,8.99994632813081e+001°)
2.13796208950219e+002	(9.72381264002418e+000dB,8.99994323384441e+001°)
2.18776162394950e+002	(9.52381264091818e+000dB,8.99994010945985e+001°)
