Freq.	V(outint)/V(Vin)
4.07380277804108e+004	(-3.58755169102749e+001dB,8.99093901745945e+001°)
4.16869383470331e+004	(-3.60754842784759e+001dB,8.99030378273670e+001°)
4.26579518801588e+004	(-3.62754501554479e+001dB,8.98966341242574e+001°)
4.36515832240161e+004	(-3.64754144688274e+001dB,8.98901756738956e+001°)
4.46683592150958e+004	(-3.66753771429358e+001dB,8.98836590561639e+001°)
4.57088189614870e+004	(-3.68753380986191e+001dB,8.98770808204039e+001°)
4.67735141287193e+004	(-3.70752972530799e+001dB,8.98704374836084e+001°)
4.78630092322633e+004	(-3.72752545197025e+001dB,8.98637255285977e+001°)
4.89778819368441e+004	(-3.74752098078690e+001dB,8.98569414021801e+001°)
5.01187233627267e+004	(-3.76751630227672e+001dB,8.98500815132941e+001°)
5.12861383991359e+004	(-3.78751140651901e+001dB,8.98431422311328e+001°)
5.24807460249767e+004	(-3.80750628313252e+001dB,8.98361198832496e+001°)
5.37031796370247e+004	(-3.82750092125354e+001dB,8.98290107536437e+001°)
5.49540873857619e+004	(-3.84749530951279e+001dB,8.98218110808245e+001°)
5.62341325190343e+004	(-3.86748943601141e+001dB,8.98145170558549e+001°)
5.75439937337151e+004	(-3.88748328829573e+001dB,8.98071248203722e+001°)
5.88843655355583e+004	(-3.90747685333090e+001dB,8.97996304645845e+001°)
6.02559586074351e+004	(-3.92747011747327e+001dB,8.97920300252450e+001°)
6.16595001861475e+004	(-3.94746306644154e+001dB,8.97843194835990e+001°)
6.30957344480186e+004	(-3.96745568528648e+001dB,8.97764947633064e+001°)
6.45654229034648e+004	(-3.98744795835929e+001dB,8.97685517283371e+001°)
6.60693448007589e+004	(-4.00743986927849e+001dB,8.97604861808387e+001°)
6.76082975391974e+004	(-4.02743140089522e+001dB,8.97522938589755e+001°)
6.91830970918929e+004	(-4.04742253525696e+001dB,8.97439704347389e+001°)
7.07945784384130e+004	(-4.06741325356952e+001dB,8.97355115117272e+001°)
7.24435960074982e+004	(-4.08740353615728e+001dB,8.97269126228944e+001°)
7.41310241300909e+004	(-4.10739336242157e+001dB,8.97181692282673e+001°)
7.58577575029175e+004	(-4.12738271079704e+001dB,8.97092767126304e+001°)
7.76247116628683e+004	(-4.14737155870612e+001dB,8.97002303831772e+001°)
7.94328234724272e+004	(-4.16735988251118e+001dB,8.96910254671271e+001°)
8.12830516164090e+004	(-4.18734765746459e+001dB,8.96816571093078e+001°)
8.31763771102661e+004	(-4.20733485765640e+001dB,8.96721203697021e+001°)
8.51138038202367e+004	(-4.22732145595952e+001dB,8.96624102209578e+001°)
8.70963589956071e+004	(-4.24730742397238e+001dB,8.96525215458611e+001°)
8.91250938133735e+004	(-4.26729273195895e+001dB,8.96424491347721e+001°)
9.12010839355899e+004	(-4.28727734878583e+001dB,8.96321876830217e+001°)
9.33254300796980e+004	(-4.30726124185652e+001dB,8.96217317882697e+001°)
9.54992586021425e+004	(-4.32724437704255e+001dB,8.96110759478230e+001°)
9.77237220955799e+004	(-4.34722671861137e+001dB,8.96002145559137e+001°)
1.00000000000000e+005	(-4.36720822915094e+001dB,8.95891419009369e+001°)
