time	V(vo)
3.595867364075571e-003	-2.642071e-001
3.605632989075571e-003	-2.775241e-001
3.615398614075571e-003	-2.889336e-001
3.625164239075570e-003	-2.987832e-001
3.634929864075570e-003	-3.073449e-001
3.644695489075570e-003	-3.148312e-001
3.654461114075570e-003	-3.214076e-001
3.664226739075569e-003	-3.272028e-001
3.673992364075569e-003	-3.323167e-001
3.683757989075569e-003	-3.368266e-001
3.693523614075569e-003	-3.407923e-001
3.703289239075569e-003	-3.442596e-001
3.713054864075568e-003	-3.472639e-001
3.722820489075568e-003	-3.498321e-001
3.732586114075568e-003	-3.519845e-001
3.742351739075568e-003	-3.537368e-001
3.761882989075567e-003	-3.560836e-001
3.781414239075567e-003	-3.569326e-001
3.800945489075567e-003	-3.563132e-001
3.820476739075566e-003	-3.542339e-001
3.840007989075566e-003	-3.506851e-001
3.859539239075565e-003	-3.456345e-001
3.879070489075565e-003	-3.390140e-001
3.888836114075565e-003	-3.350767e-001
3.898601739075564e-003	-3.306877e-001
3.908367364075564e-003	-3.258076e-001
3.918132989075564e-003	-3.203786e-001
3.927898614075564e-003	-3.143120e-001
3.937664239075564e-003	-3.074658e-001
3.947429864075563e-003	-2.995930e-001
3.957195489075563e-003	-2.901893e-001
3.966961114075563e-003	-2.779750e-001
3.976726739075563e-003	-2.610199e-001
3.982809650801529e-003	-2.452639e-001
3.988783489728398e-003	-2.224284e-001
3.994300254481923e-003	-1.932164e-001
3.999897435249997e-003	-1.554811e-001
4.003987710945649e-003	-1.235142e-001
4.007542916012521e-003	-9.411310e-002
4.011437387274648e-003	-6.253589e-002
4.015009339866003e-003	-3.524043e-002
4.018978485312887e-003	-7.445500e-003
4.025906948838648e-003	3.563552e-002
4.035672573838647e-003	8.781414e-002
4.045438198838647e-003	1.312418e-001
4.055203823838647e-003	1.668238e-001
4.064969448838647e-003	1.960973e-001
4.074735073838647e-003	2.203211e-001
4.084500698838646e-003	2.405035e-001
4.094266323838646e-003	2.574450e-001
4.104031948838646e-003	2.717778e-001
4.113797573838646e-003	2.840000e-001
4.123563198838645e-003	2.945023e-001
4.133328823838645e-003	3.035910e-001
4.143094448838645e-003	3.115052e-001
4.152860073838645e-003	3.184316e-001
4.162625698838645e-003	3.245156e-001
4.172391323838644e-003	3.298700e-001
4.182156948838644e-003	3.345825e-001
4.191922573838644e-003	3.387208e-001
4.201688198838644e-003	3.423370e-001
4.211453823838644e-003	3.454714e-001
4.221219448838643e-003	3.481546e-001
4.230985073838643e-003	3.504101e-001
4.240750698838643e-003	3.522557e-001
4.250516323838643e-003	3.537048e-001
4.270047573838642e-003	3.554503e-001
4.279813198838642e-003	3.557591e-001
4.299344448838642e-003	3.552666e-001
4.318875698838641e-003	3.533014e-001
4.338406948838641e-003	3.498551e-001
4.357938198838640e-003	3.448955e-001
4.377469448838640e-003	3.383530e-001
4.387235073838640e-003	3.344491e-001
4.397000698838640e-003	3.300888e-001
4.406766323838639e-003	3.252319e-001
4.416531948838639e-003	3.198189e-001
4.426297573838639e-003	3.137590e-001
4.436063198838639e-003	3.069053e-001
4.445828823838639e-003	2.990018e-001
4.455594448838638e-003	2.895195e-001
4.465360073838638e-003	2.770947e-001
4.475125698838638e-003	2.597052e-001
4.481081703185128e-003	2.437422e-001
4.487164781665487e-003	2.197364e-001
4.492491412637942e-003	1.908464e-001
4.497897408844828e-003	1.538305e-001
4.501803628297159e-003	1.230967e-001
4.505339858606411e-003	9.381411e-002
4.509166235287536e-003	6.283285e-002
4.512849537029511e-003	3.474054e-002
4.516812490690644e-003	7.081171e-003
4.524043538864452e-003	-3.764806e-002
4.533809163864452e-003	-8.948752e-002
4.543574788864452e-003	-1.325654e-001
4.553340413864452e-003	-1.678741e-001
4.563106038864452e-003	-1.969372e-001
4.572871663864451e-003	-2.210016e-001
4.582637288864451e-003	-2.410654e-001
4.592402913864451e-003	-2.579209e-001
4.602168538864451e-003	-2.721941e-001
4.611934163864451e-003	-2.843777e-001
4.621699788864450e-003	-2.948585e-001
4.631465413864450e-003	-3.039396e-001
4.641231038864450e-003	-3.118577e-001
4.650996663864450e-003	-3.187974e-001
4.660762288864449e-003	-3.249025e-001
4.670527913864449e-003	-3.302847e-001
4.680293538864449e-003	-3.350306e-001
4.690059163864449e-003	-3.392071e-001
4.699824788864449e-003	-3.428657e-001
4.709590413864448e-003	-3.460461e-001
4.719356038864448e-003	-3.487787e-001
4.729121663864448e-003	-3.510865e-001
4.738887288864448e-003	-3.529871e-001
4.758418538864447e-003	-3.556157e-001
4.777949788864447e-003	-3.567336e-001
4.797481038864447e-003	-3.563757e-001
4.817012288864446e-003	-3.545542e-001
4.836543538864446e-003	-3.512628e-001
4.856074788864445e-003	-3.464735e-001
4.875606038864445e-003	-3.401246e-001
4.885371663864445e-003	-3.363308e-001
4.895137288864444e-003	-3.320935e-001
4.904902913864444e-003	-3.273775e-001
4.914668538864444e-003	-3.221312e-001
4.924434163864444e-003	-3.162769e-001
4.934199788864444e-003	-3.096915e-001
4.943965413864443e-003	-3.021673e-001
4.953731038864443e-003	-2.933001e-001
4.963496663864443e-003	-2.821375e-001
4.973262288864443e-003	-2.670918e-001
4.980048496688790e-003	-2.520006e-001
4.985641610015748e-003	-2.332879e-001
4.992154680418292e-003	-2.026604e-001
4.996724841661116e-003	-1.743571e-001
5.002006031139641e-003	-1.348794e-001
5.005747094114840e-003	-1.044413e-001
5.009873241884833e-003	-7.064516e-002
5.013544962841339e-003	-4.209991e-002
5.017457233855694e-003	-1.404744e-002
5.023213746752316e-003	2.284225e-002
5.032979371752316e-003	7.697866e-002
5.042744996752315e-003	1.223458e-001
5.052510621752315e-003	1.594949e-001
5.062276246752315e-003	1.900255e-001
5.072041871752315e-003	2.152565e-001
5.081807496752314e-003	2.362472e-001
5.091573121752314e-003	2.538398e-001
5.101338746752314e-003	2.686998e-001
5.111104371752314e-003	2.813519e-001
5.120869996752314e-003	2.922082e-001
5.130635621752313e-003	3.015913e-001
5.140401246752313e-003	3.097539e-001
5.150166871752313e-003	3.168929e-001
5.159932496752313e-003	3.231617e-001
5.169698121752313e-003	3.286796e-001
5.179463746752312e-003	3.335390e-001
5.189229371752312e-003	3.378117e-001
5.198994996752312e-003	3.415529e-001
5.208760621752312e-003	3.448049e-001
5.218526246752312e-003	3.476005e-001
5.228291871752311e-003	3.499644e-001
5.238057496752311e-003	3.519156e-001
5.247823121752311e-003	3.534681e-001
5.267354371752311e-003	3.554170e-001
5.286885621752310e-003	3.558656e-001
5.306416871752310e-003	3.548391e-001
5.325948121752309e-003	3.523417e-001
5.345479371752309e-003	3.483576e-001
5.365010621752308e-003	3.428438e-001
5.374776246752308e-003	3.394885e-001
5.384541871752308e-003	3.357123e-001
5.394307496752308e-003	3.314903e-001
5.404073121752308e-003	3.267869e-001
5.413838746752307e-003	3.215497e-001
5.423604371752307e-003	3.156998e-001
5.433369996752307e-003	3.091122e-001
5.443135621752307e-003	3.015750e-001
5.452901246752307e-003	2.926743e-001
5.462666871752306e-003	2.814257e-001
5.472432496752306e-003	2.662183e-001
5.479084402555630e-003	2.512300e-001
5.484629665733012e-003	2.324547e-001
5.491058724396629e-003	2.019087e-001
5.495657102640193e-003	1.733353e-001
5.500338016065838e-003	1.383651e-001
5.503846518678383e-003	1.097700e-001
5.507923438042103e-003	7.622196e-002
5.511924072077842e-003	4.484101e-002
5.515660760981965e-003	1.769966e-002
5.520808073878030e-003	-1.584416e-002
5.530317731598598e-003	-6.975854e-002
5.540083356598598e-003	-1.163905e-001
5.549848981598598e-003	-1.546319e-001
5.559614606598598e-003	-1.860453e-001
5.569380231598598e-003	-2.119881e-001
5.579145856598597e-003	-2.335542e-001
5.588911481598597e-003	-2.516138e-001
5.598677106598597e-003	-2.668557e-001
5.608442731598597e-003	-2.798228e-001
5.618208356598597e-003	-2.909417e-001
5.627973981598596e-003	-3.005470e-001
5.637739606598596e-003	-3.089002e-001
5.647505231598596e-003	-3.162055e-001
5.657270856598596e-003	-3.226220e-001
5.667036481598596e-003	-3.282734e-001
5.676802106598595e-003	-3.332557e-001
5.686567731598595e-003	-3.376431e-001
5.696333356598595e-003	-3.414931e-001
5.706098981598595e-003	-3.448497e-001
5.715864606598595e-003	-3.477467e-001
5.725630231598594e-003	-3.502100e-001
5.735395856598594e-003	-3.522591e-001
5.745161481598594e-003	-3.539089e-001
5.764692731598593e-003	-3.560517e-001
5.784223981598593e-003	-3.566955e-001
5.803755231598593e-003	-3.558676e-001
5.823286481598592e-003	-3.535742e-001
5.842817731598592e-003	-3.498028e-001
5.862348981598591e-003	-3.445159e-001
5.881880231598591e-003	-3.376355e-001
5.891645856598591e-003	-3.335541e-001
