time	V(p001)
9.576360092552529e-003	-3.541487e+000
9.577413735916130e-003	-3.561681e+000
9.578799678297818e-003	-3.587996e+000
9.579673223040049e-003	-3.604413e+000
9.580621990492711e-003	-3.622095e+000
9.581955433018530e-003	-3.646737e+000
9.583236433629237e-003	-3.667991e+000
9.584037012683719e-003	-3.677392e+000
9.584767902424954e-003	-3.683543e+000
9.585662734154225e-003	-3.690421e+000
9.587452397612769e-003	-3.702782e+000
9.589188920479268e-003	-3.714232e+000
9.591408391584825e-003	-3.729465e+000
9.595030825259440e-003	-3.758879e+000
9.599096753315408e-003	-3.800997e+000
9.604095474705504e-003	-3.862503e+000
9.611356775904379e-003	-3.957275e+000
9.618853937747307e-003	-4.051444e+000
9.627632903219179e-003	-4.144424e+000
9.633458381434770e-003	-4.183221e+000
9.640470548681534e-003	-4.203993e+000
9.644813030122832e-003	-4.209678e+000
9.650789221819439e-003	-4.213647e+000
9.659809358212802e-003	-4.217279e+000
9.669574983212801e-003	-4.219372e+000
9.679340608212801e-003	-4.220154e+000
9.689106233212801e-003	-4.220010e+000
9.698871858212801e-003	-4.219018e+000
9.708637483212801e-003	-4.216977e+000
9.718403108212800e-003	-4.213268e+000
9.728168733212800e-003	-4.206427e+000
9.737934358212800e-003	-4.192297e+000
9.747699983212800e-003	-4.159395e+000
9.757465608212800e-003	-4.092326e+000
9.766272716219739e-003	-3.995357e+000
9.776038341219739e-003	-3.859127e+000
9.784939324560685e-003	-3.731501e+000
9.788082535594897e-003	-3.697656e+000
9.792465556074046e-003	-3.665993e+000
9.794667296143565e-003	-3.648714e+000
9.796250301453353e-003	-3.632172e+000
9.797875905443152e-003	-3.611408e+000
9.799538597052064e-003	-3.587841e+000
9.800538464312969e-003	-3.572555e+000
9.801613885888585e-003	-3.555120e+000
9.803081424884607e-003	-3.530164e+000
9.804945096389749e-003	-3.496864e+000
9.807059110121112e-003	-3.457295e+000
9.809120815041912e-003	-3.417160e+000
9.814047959856753e-003	-3.315273e+000
9.820148303935294e-003	-3.181068e+000
9.829913928935294e-003	-2.955178e+000
9.839679553935294e-003	-2.718026e+000
9.849445178935294e-003	-2.470221e+000
9.859210803935294e-003	-2.213084e+000
9.868976428935293e-003	-1.947716e+000
9.878742053935293e-003	-1.675181e+000
9.888507678935293e-003	-1.396505e+000
9.898273303935293e-003	-1.112710e+000
9.908038928935293e-003	-8.248144e-001
9.917804553935292e-003	-5.338403e-001
9.927570178935292e-003	-2.408804e-001
9.937335803935292e-003	5.286618e-002
9.947101428935292e-003	3.461873e-001
9.956867053935292e-003	6.379470e-001
9.966632678935291e-003	9.270457e-001
9.976398303935291e-003	1.212498e+000
9.984382568433403e-003	1.442024e+000
9.992583056449693e-003	1.673463e+000
1.000000000000000e-002	1.879990e+000
