Freq.	V(outder)/V(VIN)
4.57088189614873e+002	(-3.12407963853432e+000dB,-9.00021394000879e+001°)
4.67735141287196e+002	(-2.92406941577453e+000dB,-9.00021892332401e+001°)
4.78630092322636e+002	(-2.72405871121801e+000dB,-9.00022402271642e+001°)
4.89778819368444e+002	(-2.52404750215715e+000dB,-9.00022924088988e+001°)
5.01187233627270e+002	(-2.32403576481402e+000dB,-9.00023458061122e+001°)
5.12861383991362e+002	(-2.12402347428995e+000dB,-9.00024004471172e+001°)
5.24807460249770e+002	(-1.92401060451269e+000dB,-9.00024563608863e+001°)
5.37031796370250e+002	(-1.72399712818107e+000dB,-9.00025135770667e+001°)
5.49540873857622e+002	(-1.52398301670709e+000dB,-9.00025721259965e+001°)
5.62341325190346e+002	(-1.32396824015526e+000dB,-9.00026320387202e+001°)
5.75439937337154e+002	(-1.12395276717906e+000dB,-9.00026933470057e+001°)
5.88843655355586e+002	(-9.23936564954403e-001dB,-9.00027560833610e+001°)
6.02559586074355e+002	(-7.23919599110038e-001dB,-9.00028202810511e+001°)
6.16595001861479e+002	(-5.23901833654538e-001dB,-9.00028859741163e+001°)
6.30957344480190e+002	(-3.23883230899964e-001dB,-9.00029531973896e+001°)
6.45654229034652e+002	(-1.23863751381878e-001dB,-9.00030219865156e+001°)
6.60693448007592e+002	(7.61566462244394e-002dB,-9.00030923779692e+001°)
6.76082975391978e+002	(2.76178005191672e-001dB,-9.00031644090751e+001°)
6.91830970918933e+002	(4.76200370832320e-001dB,-9.00032381180273e+001°)
7.07945784384134e+002	(6.76223790594860e-001dB,-9.00033135439100e+001°)
7.24435960074986e+002	(8.76248314164482e-001dB,-9.00033907267176e+001°)
7.41310241300914e+002	(1.07627399356856e+000dB,-9.00034697073762e+001°)
7.58577575029180e+002	(1.27630088328703e+000dB,-9.00035505277655e+001°)
7.76247116628688e+002	(1.47632904036813e+000dB,-9.00036332307409e+001°)
7.94328234724277e+002	(1.67635852454941e+000dB,-9.00037178601561e+001°)
8.12830516164095e+002	(1.87638939838461e+000dB,-9.00038044608865e+001°)
8.31763771102666e+002	(2.07642172737648e+000dB,-9.00038930788530e+001°)
8.51138038202372e+002	(2.27645558011577e+000dB,-9.00039837610464e+001°)
8.70963589956076e+002	(2.47649102842692e+000dB,-9.00040765555521e+001°)
8.91250938133741e+002	(2.67652814752057e+000dB,-9.00041715115761e+001°)
9.12010839355905e+002	(2.87656701615325e+000dB,-9.00042686794706e+001°)
9.33254300796986e+002	(3.07660771679457e+000dB,-9.00043681107610e+001°)
9.54992586021431e+002	(3.27665033580246e+000dB,-9.00044698581733e+001°)
9.77237220955805e+002	(3.47669496360644e+000dB,-9.00045739756618e+001°)
9.99999999999994e+002	(3.67674169489981e+000dB,-9.00046805184381e+001°)
1.02329299228075e+003	(3.87679062884067e+000dB,-9.00047895429999e+001°)
1.04712854805089e+003	(4.07684186926260e+000dB,-9.00049011071618e+001°)
1.07151930523760e+003	(4.27689552489523e+000dB,-9.00050152700851e+001°)
