time	V(vo_op)
9.799538597052064e-003	9.053735e-001
9.800538464312969e-003	9.206212e-001
9.801613885888585e-003	9.380153e-001
9.803081424884607e-003	9.629170e-001
9.804945096389749e-003	9.961473e-001
9.807059110121112e-003	1.035638e+000
9.809120815041912e-003	1.075699e+000
9.814047959856753e-003	1.177412e+000
9.820148303935294e-003	1.311412e+000
9.829913928935294e-003	1.536994e+000
9.839679553935294e-003	1.773864e+000
9.849445178935294e-003	2.021415e+000
9.859210803935294e-003	2.278328e+000
9.868976428935293e-003	2.543503e+000
9.878742053935293e-003	2.815877e+000
9.888507678935293e-003	3.094424e+000
9.898273303935293e-003	3.378121e+000
9.908038928935293e-003	3.665951e+000
9.917804553935292e-003	3.956891e+000
9.927570178935292e-003	4.249844e+000
9.937335803935292e-003	4.543610e+000
9.947101428935292e-003	4.836972e+000
9.956867053935292e-003	5.128795e+000
9.966632678935291e-003	5.417974e+000
9.976398303935291e-003	5.703526e+000
9.984382568433403e-003	5.933148e+000
9.992583056449693e-003	6.164702e+000
1.000000000000000e-002	6.371346e+000
