time	V(p001)	V(vi_op)	V(vin)	V(vo_op)	V(n005)	V(n006)
7.796128524340227e-003	-3.634484e+000	4.403857e+000	-9.582913e-002	8.590465e-001	-5.355336e-001	-4.791521e-001
7.797543647741120e-003	-3.616770e+000	4.404123e+000	-9.557123e-002	8.767062e-001	-5.352513e-001	-4.789539e-001
7.798880503720476e-003	-3.598252e+000	4.404380e+000	-9.532066e-002	8.951722e-001	-5.349554e-001	-4.787560e-001
7.799853220255905e-003	-3.583760e+000	4.404572e+000	-9.513411e-002	9.096277e-001	-5.347227e-001	-4.786035e-001
7.800996925503102e-003	-3.565727e+000	4.404803e+000	-9.491022e-002	9.276170e-001	-5.344316e-001	-4.784136e-001
7.802130682631995e-003	-3.547044e+000	4.405036e+000	-9.468345e-002	9.462574e-001	-5.341281e-001	-4.782147e-001
7.803255425376935e-003	-3.527708e+000	4.405273e+000	-9.445372e-002	9.655514e-001	-5.338116e-001	-4.780051e-001
7.804784470797509e-003	-3.500299e+000	4.405603e+000	-9.413386e-002	9.929036e-001	-5.333585e-001	-4.777008e-001
7.806633620417882e-003	-3.465817e+000	4.406012e+000	-9.373543e-002	1.027317e+000	-5.327817e-001	-4.773065e-001
7.808504286503351e-003	-3.429637e+000	4.406439e+000	-9.331950e-002	1.063429e+000	-5.321681e-001	-4.768776e-001
7.812837753506901e-003	-3.341300e+000	4.407483e+000	-9.230653e-002	1.151611e+000	-5.306263e-001	-4.757583e-001
7.817533931974575e-003	-3.239523e+000	4.408713e+000	-9.113155e-002	1.253229e+000	-5.287547e-001	-4.743382e-001
7.826926288909923e-003	-3.025641e+000	4.411392e+000	-8.854467e-002	1.466808e+000	-5.245642e-001	-4.710686e-001
7.836691913909923e-003	-2.791972e+000	4.414460e+000	-8.552821e-002	1.700186e+000	-5.195596e-001	-4.670989e-001
7.846457538909923e-003	-2.547255e+000	4.417845e+000	-8.218984e-002	1.944641e+000	-5.136896e-001	-4.624226e-001
7.856223163909923e-003	-2.292850e+000	4.421537e+000	-7.854213e-002	2.198812e+000	-5.067223e-001	-4.568999e-001
7.865988788909923e-003	-2.029885e+000	4.425522e+000	-7.459880e-002	2.461574e+000	-4.983005e-001	-4.502959e-001
7.875754413909922e-003	-1.759434e+000	4.429785e+000	-7.037470e-002	2.731855e+000	-4.878463e-001	-4.422290e-001
7.885520038909922e-003	-1.482528e+000	4.434310e+000	-6.588574e-002	3.008622e+000	-4.743625e-001	-4.320597e-001
7.895285663909922e-003	-1.200193e+000	4.439080e+000	-6.114879e-002	3.290850e+000	-4.559972e-001	-4.186409e-001
7.905051288909922e-003	-9.134453e-001	4.444077e+000	-5.618168e-002	3.577522e+000	-4.289031e-001	-3.997043e-001
7.914816913909922e-003	-6.232998e-001	4.449282e+000	-5.100312e-002	3.867623e+000	-3.864889e-001	-3.710620e-001
7.924582538909921e-003	-3.308231e-001	4.454676e+000	-4.563260e-002	4.160085e+000	-3.218708e-001	-3.270592e-001
7.934348163909921e-003	-3.718702e-002	4.460238e+000	-4.009033e-002	4.453732e+000	-2.326805e-001	-2.632647e-001
7.944113788909921e-003	2.563885e-001	4.465948e+000	-3.439717e-002	4.747343e+000	-1.223166e-001	-1.791724e-001
7.953879413909921e-003	5.487419e-001	4.471783e+000	-2.857454e-002	5.039753e+000	3.755318e-003	-7.785821e-002
7.963645038909921e-003	8.387750e-001	4.477723e+000	-2.264437e-002	5.329862e+000	1.404896e-001	3.630452e-002
7.973410663909920e-003	1.125304e+000	4.483744e+000	-1.662897e-002	5.616486e+000	2.773874e-001	1.568830e-001
7.983176288909920e-003	1.407122e+000	4.489823e+000	-1.055097e-002	5.898417e+000	3.906166e-001	2.707511e-001
7.991983950677585e-003	1.656516e+000	4.495338e+000	-5.034503e-003	6.147931e+000	4.540257e-001	3.523936e-001
7.999034920409615e-003	1.852315e+000	4.499764e+000	-6.063737e-004	6.343843e+000	4.790829e-001	3.949287e-001
8.006828649409940e-003	2.064135e+000	4.504654e+000	4.289251e-003	6.555808e+000	4.932662e-001	4.214949e-001
8.016594274409939e-003	2.322769e+000	4.510762e+000	1.040761e-002	6.814651e+000	5.044989e-001	4.402207e-001
8.026359899409939e-003	2.573124e+000	4.516828e+000	1.648680e-002	7.065242e+000	5.125885e-001	4.513247e-001
8.036125524409939e-003	2.813826e+000	4.522827e+000	2.250393e-002	7.306211e+000	5.188653e-001	4.586644e-001
8.045891149409939e-003	3.043939e+000	4.528738e+000	2.843636e-002	7.536617e+000	5.240456e-001	4.642186e-001
8.055656774409939e-003	3.262508e+000	4.534540e+000	3.426177e-002	7.755507e+000	5.284612e-001	4.687533e-001
8.065422399409938e-003	3.467631e+000	4.540209e+000	3.995822e-002	7.960976e+000	5.322498e-001	4.725881e-001
8.075188024409938e-003	3.649914e+000	4.545753e+000	4.550428e-002	8.143625e+000	5.354218e-001	4.759149e-001
8.078594483523846e-003	3.693185e+000	4.547648e+000	4.739962e-002	8.187028e+000	5.361688e-001	4.768892e-001
8.081901808958757e-003	3.715332e+000	4.549460e+000	4.921904e-002	8.209306e+000	5.365677e-001	4.776505e-001
8.083799759754368e-003	3.723214e+000	4.550490e+000	5.025358e-002	8.217264e+000	5.367169e-001	4.780061e-001
8.085513197120052e-003	3.728545e+000	4.551413e+000	5.118142e-002	8.222663e+000	5.368191e-001	4.782678e-001
8.087798921549570e-003	3.735062e+000	4.552633e+000	5.240991e-002	8.229271e+000	5.369415e-001	4.785609e-001
8.089885056084219e-003	3.740373e+000	4.553738e+000	5.352169e-002	8.234666e+000	5.370397e-001	4.787858e-001
8.092010787276905e-003	3.745234e+000	4.554854e+000	5.464511e-002	8.239612e+000	5.371280e-001	4.789771e-001
8.094277792787609e-003	3.749969e+000	4.556034e+000	5.583245e-002	8.244437e+000	5.372123e-001	4.791478e-001
8.096915636205841e-003	3.754975e+000	4.557391e+000	5.719974e-002	8.249550e+000	5.372999e-001	4.793136e-001
8.099656166861861e-003	3.759666e+000	4.558784e+000	5.860361e-002	8.254352e+000	5.373807e-001	4.794560e-001
8.103141884290076e-003	3.764982e+000	4.560529e+000	6.036405e-002	8.259809e+000	5.374708e-001	4.796041e-001
8.106772264016239e-003	3.769824e+000	4.562315e+000	6.216676e-002	8.264796e+000	5.375516e-001	4.797284e-001
8.111909617296903e-003	3.775675e+000	4.564785e+000	6.466229e-002	8.270855e+000	5.376481e-001	4.798675e-001
8.117161060132739e-003	3.780577e+000	4.567230e+000	6.714358e-002	8.275970e+000	5.377281e-001	4.799763e-001
8.126370918852965e-003	3.787307e+000	4.571339e+000	7.131713e-002	8.283073e+000	5.378370e-001	4.801169e-001
8.135228572485177e-003	3.792201e+000	4.575082e+000	7.510600e-002	8.288327e+000	5.379155e-001	4.802148e-001
8.144994197485177e-003	3.796120e+000	4.578933e+000	7.901327e-002	8.292644e+000	5.379781e-001	4.802905e-001
8.154759822485177e-003	3.798965e+000	4.582492e+000	8.262314e-002	8.295887e+000	5.380234e-001	4.803445e-001
8.174291072485176e-003	3.802178e+000	4.588659e+000	8.889755e-002	8.299896e+000	5.380747e-001	4.804086e-001
8.193822322485176e-003	3.802733e+000	4.593483e+000	9.383485e-002	8.301249e+000	5.380847e-001	4.804311e-001
8.213353572485175e-003	3.800789e+000	4.596893e+000	9.736079e-002	8.300102e+000	5.380562e-001	4.804185e-001
8.232884822485175e-003	3.795954e+000	4.598837e+000	9.942234e-002	8.296062e+000	5.379833e-001	4.803687e-001
8.242650447485175e-003	3.792085e+000	4.599249e+000	9.989340e-002	8.292591e+000	5.379246e-001	4.803264e-001
8.252416072485174e-003	3.786814e+000	4.599286e+000	9.998848e-002	8.287717e+000	5.378447e-001	4.802684e-001
8.262181697485174e-003	3.779514e+000	4.598946e+000	9.970722e-002	8.280813e+000	5.377336e-001	4.801885e-001
8.271947322485174e-003	3.769172e+000	4.598232e+000	9.905070e-002	8.270866e+000	5.375760e-001	4.800765e-001
8.281712947485174e-003	3.754287e+000	4.597146e+000	9.802137e-002	8.256374e+000	5.373484e-001	4.799164e-001
8.291478572485174e-003	3.732457e+000	4.595711e+000	9.662310e-002	8.234937e+000	5.370134e-001	4.796871e-001
8.299091844436904e-003	3.706736e+000	4.594343e+000	9.528043e-002	8.209518e+000	5.366164e-001	4.794248e-001
8.306422432184891e-003	3.670053e+000	4.592828e+000	9.378158e-002	8.173124e+000	5.360472e-001	4.790668e-001
8.310460164667667e-003	3.637717e+000	4.591912e+000	9.287082e-002	8.140947e+000	5.355448e-001	4.787904e-001
8.313192876391968e-003	3.603570e+000	4.591250e+000	9.222048e-002	8.106906e+000	5.350108e-001	4.785247e-001
8.315800257759968e-003	3.560364e+000	4.590585e+000	9.157461e-002	8.063799e+000	5.343210e-001	4.781623e-001
8.320513413198111e-003	3.469119e+000	4.589322e+000	9.034488e-002	7.972728e+000	5.328209e-001	4.772784e-001
8.325070895093319e-003	3.370184e+000	4.588021e+000	8.908042e-002	7.873957e+000	5.311176e-001	4.761509e-001
8.332871394810853e-003	3.184862e+000	4.585614e+000	8.674730e-002	7.688900e+000	5.277096e-001	4.736721e-001
8.342529293188353e-003	2.940979e+000	4.582375e+000	8.357063e-002	7.445322e+000	5.228210e-001	4.699114e-001
8.352294918188353e-003	2.682503e+000	4.578804e+000	8.004577e-002	7.187125e+000	5.170367e-001	4.653443e-001
8.362060543188353e-003	2.414520e+000	4.574936e+000	7.621963e-002	6.919390e+000	5.101964e-001	4.599207e-001
8.371826168188353e-003	2.138637e+000	4.570784e+000	7.210662e-002	6.643723e+000	5.019792e-001	4.534550e-001
8.381591793188353e-003	1.856065e+000	4.566363e+000	6.772222e-002	6.361335e+000	4.918590e-001	4.456085e-001
8.391357418188352e-003	1.567907e+000	4.561690e+000	6.308293e-002	6.073327e+000	4.789335e-001	4.358024e-001
8.401123043188352e-003	1.275212e+000	4.556783e+000	5.820620e-002	5.780747e+000	4.615384e-001	4.230029e-001
8.410888668188352e-003	9.790073e-001	4.551660e+000	5.311040e-002	5.484626e+000	4.361896e-001	4.051614e-001
8.420654293188352e-003	6.803120e-001	4.546340e+000	4.781471e-002	5.185981e+000	3.965750e-001	3.783637e-001
8.430419918188352e-003	3.801784e-001	4.540844e+000	4.233905e-002	4.885868e+000	3.352466e-001	3.369068e-001
8.440185543188351e-003	7.975966e-002	4.535192e+000	3.670404e-002	4.585441e+000	2.486168e-001	2.757110e-001
8.449951168188351e-003	-2.197255e-001	4.529405e+000	3.093088e-002	4.285924e+000	1.394840e-001	1.934903e-001
8.459716793188351e-003	-5.171107e-001	4.523505e+000	2.504130e-002	3.988484e+000	1.356262e-002	9.304073e-002
8.469482418188351e-003	-8.113067e-001	4.517515e+000	1.905748e-002	3.694214e+000	-1.238160e-001	-2.112817e-002
8.479248043188351e-003	-1.101167e+000	4.511456e+000	1.300192e-002	3.404260e+000	-2.631158e-001	-1.427993e-001
8.489013668188350e-003	-1.385439e+000	4.505353e+000	6.897435e-003	3.119877e+000	-3.805706e-001	-2.590111e-001
8.498328095593239e-003	-1.650676e+000	4.499510e+000	1.050469e-003	2.854513e+000	-4.514961e-001	-3.482750e-001
8.505565065303488e-003	-1.852143e+000	4.494968e+000	-3.495921e-003	2.652930e+000	-4.787068e-001	-3.936490e-001
8.513440070713396e-003	-2.066017e+000	4.490037e+000	-8.434612e-003	2.438910e+000	-4.932845e-001	-4.212185e-001
8.523205695713396e-003	-2.323677e+000	4.483958e+000	-1.452896e-002	2.181041e+000	-5.045194e-001	-4.401851e-001
8.532971320713395e-003	-2.572272e+000	4.477935e+000	-2.056863e-002	1.932210e+000	-5.125724e-001	-4.513192e-001
8.542736945713395e-003	-2.810434e+000	4.471993e+000	-2.653088e-002	1.693782e+000	-5.187960e-001	-4.586327e-001
8.552502570713395e-003	-3.037262e+000	4.466155e+000	-3.239327e-002	1.466660e+000	-5.239160e-001	-4.641410e-001
8.562268195713395e-003	-3.251842e+000	4.460442e+000	-3.813374e-002	1.251760e+000	-5.282671e-001	-4.686220e-001
8.572033820713395e-003	-3.455355e+000	4.454850e+000	-4.373069e-002	1.047906e+000	-5.320761e-001	-4.724801e-001
8.575997497208027e-003	-3.534600e+000	4.452619e+000	-4.595659e-002	9.685169e-001	-5.334864e-001	-4.738983e-001
8.576072089241956e-003	-3.536046e+000	4.452577e+000	-4.599821e-002	9.670684e-001	-5.335113e-001	-4.739235e-001
8.576221273309816e-003	-3.538908e+000	4.452494e+000	-4.608142e-002	9.642002e-001	-5.335600e-001	-4.739730e-001
8.576519641445533e-003	-3.544644e+000	4.452329e+000	-4.624772e-002	9.584535e-001	-5.336582e-001	-4.740717e-001
8.577116377716970e-003	-3.556071e+000	4.451999e+000	-4.657983e-002	9.470039e-001	-5.338532e-001	-4.742675e-001
8.578309850259843e-003	-3.578793e+000	4.451340e+000	-4.724207e-002	9.242364e-001	-5.342389e-001	-4.746546e-001
8.579167757212252e-003	-3.594995e+000	4.450868e+000	-4.771648e-002	9.080021e-001	-5.345124e-001	-4.749294e-001
8.579859959671175e-003	-3.607958e+000	4.450488e+000	-4.809824e-002	8.950126e-001	-5.347300e-001	-4.751483e-001
8.580412818755509e-003	-3.618258e+000	4.450185e+000	-4.840250e-002	8.846908e-001	-5.349021e-001	-4.753214e-001
8.581758197033822e-003	-3.643139e+000	4.449452e+000	-4.914047e-002	8.597575e-001	-5.353146e-001	-4.757355e-001
8.583200573642267e-003	-3.667186e+000	4.448669e+000	-4.992774e-002	8.356552e-001	-5.357154e-001	-4.761691e-001
8.584069443024400e-003	-3.677509e+000	4.448200e+000	-5.040001e-002	8.252981e-001	-5.358939e-001	-4.764213e-001
8.584860882933872e-003	-3.684228e+000	4.447773e+000	-5.082889e-002	8.185473e-001	-5.360140e-001	-4.766382e-001
8.585839374874135e-003	-3.691700e+000	4.447248e+000	-5.135738e-002	8.110368e-001	-5.361477e-001	-4.768859e-001
8.587796358754663e-003	-3.705012e+000	4.446205e+000	-5.240854e-002	7.976479e-001	-5.363861e-001	-4.773338e-001
8.589799125913820e-003	-3.718141e+000	4.445144e+000	-5.347607e-002	7.844390e-001	-5.366162e-001	-4.777392e-001
8.592083931589370e-003	-3.734276e+000	4.443946e+000	-5.468360e-002	7.682128e-001	-5.368879e-001	-4.781406e-001
8.595658325822484e-003	-3.764749e+000	4.442096e+000	-5.654997e-002	7.375966e-001	-5.373777e-001	-4.787014e-001
8.599653621087951e-003	-3.807878e+000	4.440066e+000	-5.860231e-002	6.943045e-001	-5.380437e-001	-4.793058e-001
8.606556789827432e-003	-3.894599e+000	4.436649e+000	-6.206066e-002	6.072966e-001	-5.393467e-001	-4.803873e-001
8.613963873024702e-003	-3.990551e+000	4.433111e+000	-6.564146e-002	5.110294e-001	-5.407555e-001	-4.816022e-001
8.623182906311850e-003	-4.101607e+000	4.428890e+000	-6.989878e-002	3.995695e-001	-5.423540e-001	-4.831049e-001
8.629845725275713e-003	-4.162387e+000	4.425975e+000	-7.283048e-002	3.384911e-001	-5.432247e-001	-4.840731e-001
8.636102370781756e-003	-4.193468e+000	4.423368e+000	-7.546736e-002	3.071258e-001	-5.436803e-001	-4.847652e-001
8.642719961687207e-003	-4.207049e+000	4.420737e+000	-7.812938e-002	2.932422e-001	-5.438921e-001	-4.852388e-001
8.648836324621049e-003	-4.212645e+000	4.418423e+000	-8.046978e-002	2.873661e-001	-5.439838e-001	-4.854908e-001
8.654628647725775e-003	-4.215617e+000	4.416364e+000	-8.257668e-002	2.841285e-001	-5.440317e-001	-4.856175e-001
8.664394272725775e-003	-4.218501e+000	4.413146e+000	-8.587985e-002	2.807960e-001	-5.440771e-001	-4.857267e-001
8.674159897725775e-003	-4.219949e+000	4.410221e+000	-8.885977e-002	2.788999e-001	-5.440997e-001	-4.857801e-001
8.683925522725774e-003	-4.220278e+000	4.407632e+000	-9.150525e-002	2.781213e-001	-5.441056e-001	-4.858009e-001
8.693691147725774e-003	-4.219743e+000	4.405388e+000	-9.380633e-002	2.782077e-001	-5.440993e-001	-4.858048e-001
8.703456772725774e-003	-4.218300e+000	4.403499e+000	-9.575434e-002	2.792020e-001	-5.440806e-001	-4.857966e-001
8.713222397725774e-003	-4.215602e+000	4.401970e+000	-9.734195e-002	2.814523e-001	-5.440450e-001	-4.857755e-001
8.722988022725774e-003	-4.210707e+000	4.400808e+000	-9.856319e-002	2.858991e-001	-5.439802e-001	-4.857354e-001
8.732753647725773e-003	-4.201275e+000	4.400018e+000	-9.941345e-002	2.948843e-001	-5.438554e-001	-4.856596e-001
8.742519272725773e-003	-4.180280e+000	4.399601e+000	-9.988955e-002	3.154338e-001	-5.435767e-001	-4.855000e-001
8.752284897725773e-003	-4.133297e+000	4.399556e+000	-9.998970e-002	3.619755e-001	-5.429463e-001	-4.851457e-001
8.761555724247120e-003	-4.051021e+000	4.399866e+000	-9.973653e-002	4.438405e-001	-5.418164e-001	-4.844629e-001
8.771321349247119e-003	-3.926972e+000	4.400549e+000	-9.910399e-002	5.674677e-001	-5.400533e-001	-4.832761e-001
8.779875920359382e-003	-3.801064e+000	4.401424e+000	-9.824330e-002	6.930184e-001	-5.381913e-001	-4.818808e-001
8.785226860572924e-003	-3.726311e+000	4.402110e+000	-9.756048e-002	7.675546e-001	-5.370400e-001	-4.808843e-001
8.788138132633384e-003	-3.696521e+000	4.402540e+000	-9.714261e-002	7.972292e-001	-5.365593e-001	-4.803530e-001
8.791817705093684e-003	-3.671072e+000	4.403133e+000	-9.656797e-002	8.225334e-001	-5.361298e-001	-4.797527e-001
8.793756360613327e-003	-3.658357e+000	4.403463e+000	-9.624444e-002	8.351721e-001	-5.359166e-001	-4.794725e-001
8.794946398904128e-003	-3.647884e+000	4.403675e+000	-9.603876e-002	8.455986e-001	-5.357472e-001	-4.793127e-001
8.796384724009265e-003	-3.631380e+000	4.403940e+000	-9.578300e-002	8.620470e-001	-5.354843e-001	-4.791173e-001
8.798024396779847e-003	-3.609993e+000	4.404251e+000	-9.548190e-002	8.833710e-001	-5.351430e-001	-4.788826e-001
8.799667835639518e-003	-3.586395e+000	4.404572e+000	-9.516994e-002	9.069057e-001	-5.347651e-001	-4.786320e-001
8.800688352607304e-003	-3.570627e+000	4.404776e+000	-9.497111e-002	9.226351e-001	-5.345110e-001	-4.784659e-001
8.801760263920974e-003	-3.553127e+000	4.404995e+000	-9.475806e-002	9.400943e-001	-5.342272e-001	-4.782800e-001
8.803148770684667e-003	-3.529348e+000	4.405287e+000	-9.447571e-002	9.638216e-001	-5.338380e-001	-4.780226e-001
8.805112156514309e-003	-3.494134e+000	4.405710e+000	-9.406418e-002	9.989626e-001	-5.332556e-001	-4.776311e-001
8.806930800560577e-003	-3.460087e+000	4.406114e+000	-9.367022e-002	1.032942e+000	-5.326853e-001	-4.772401e-001
8.808712843986771e-003	-3.425442e+000	4.406523e+000	-9.327232e-002	1.067522e+000	-5.320965e-001	-4.768272e-001
8.813317412962912e-003	-3.331056e+000	4.407640e+000	-9.219019e-002	1.161745e+000	-5.304428e-001	-4.756216e-001
8.818440755983393e-003	-3.219321e+000	4.408995e+000	-9.089550e-002	1.273308e+000	-5.283738e-001	-4.740453e-001
8.828206380983392e-003	-2.995490e+000	4.411814e+000	-8.816801e-002	1.496826e+000	-5.239443e-001	-4.705790e-001
8.837972005983392e-003	-2.760377e+000	4.414921e+000	-8.510868e-002	1.731651e+000	-5.188410e-001	-4.665263e-001
8.847737630983392e-003	-2.514319e+000	4.418347e+000	-8.172902e-002	1.977451e+000	-5.128421e-001	-4.617484e-001
8.857503255983392e-003	-2.258731e+000	4.422078e+000	-7.804176e-002	2.232810e+000	-5.057074e-001	-4.560995e-001
8.867268880983392e-003	-1.994725e+000	4.426100e+000	-7.406076e-002	2.496617e+000	-4.970579e-001	-4.493290e-001
8.877034505983391e-003	-1.723369e+000	4.430398e+000	-6.980102e-002	2.767806e+000	-4.862748e-001	-4.410299e-001
8.886800130983391e-003	-1.445693e+000	4.434957e+000	-6.527856e-002	3.045346e+000	-4.722814e-001	-4.305143e-001
8.896565755983391e-003	-1.162721e+000	4.439757e+000	-6.051040e-002	3.328216e+000	-4.529456e-001	-4.164969e-001
8.906331380983391e-003	-8.754702e-001	4.444783e+000	-5.551450e-002	3.615396e+000	-4.241432e-001	-3.964823e-001
8.916097005983390e-003	-5.849597e-001	4.450014e+000	-5.030965e-002	3.905867e+000	-3.791998e-001	-3.661089e-001
8.925862630983390e-003	-2.922639e-001	4.455431e+000	-4.491545e-002	4.198551e+000	-3.114242e-001	-3.197269e-001
8.935628255983390e-003	1.433474e-003	4.461013e+000	-3.935220e-002	4.492263e+000	-2.191884e-001	-2.532402e-001
8.945393880983390e-003	2.949127e-001	4.466741e+000	-3.364084e-002	4.785780e+000	-1.064719e-001	-1.666822e-001
8.955159505983390e-003	5.870237e-001	4.472591e+000	-2.780285e-002	5.077950e+000	2.127526e-002	-6.343814e-002
8.964925130983389e-003	8.766697e-001	4.478543e+000	-2.186023e-002	5.367675e+000	1.589225e-001	5.203294e-002
8.974690755983389e-003	1.162852e+000	4.484571e+000	-1.583533e-002	5.653953e+000	2.960251e-001	1.733783e-001
8.982986839209789e-003	1.402038e+000	4.489738e+000	-1.066934e-002	5.893236e+000	3.911277e-001	2.700881e-001
8.991661498944873e-003	1.647625e+000	4.495171e+000	-5.236838e-003	6.138941e+000	4.529188e-001	3.506739e-001
8.998571946718803e-003	1.839705e+000	4.499508e+000	-8.972603e-004	6.331132e+000	4.780823e-001	3.931359e-001
9.006221670537417e-003	2.047901e+000	4.504309e+000	3.908196e-003	6.539469e+000	4.924084e-001	4.199889e-001
9.015987295537417e-003	2.307014e+000	4.510418e+000	1.002823e-002	6.798788e+000	5.039188e-001	4.393517e-001
9.025752920537417e-003	2.557936e+000	4.516487e+000	1.611052e-002	7.049945e+000	5.121590e-001	4.507914e-001
9.035518545537417e-003	2.799265e+000	4.522491e+000	2.213217e-002	7.291539e+000	5.185167e-001	4.582804e-001
9.045284170537416e-003	3.030065e+000	4.528409e+000	2.807053e-002	7.522630e+000	5.237502e-001	4.639120e-001
9.055049795537416e-003	3.249378e+000	4.534218e+000	3.390323e-002	7.742263e+000	5.282078e-001	4.684961e-001
9.064815420537416e-003	3.456305e+000	4.539896e+000	3.960833e-002	7.949533e+000	5.320469e-001	4.723738e-001
9.074581045537416e-003	3.644304e+000	4.545451e+000	4.516435e-002	8.137897e+000	5.353243e-001	4.757614e-001
9.077651858726528e-003	3.686652e+000	4.547165e+000	4.687728e-002	8.180366e+000	5.360531e-001	4.766805e-001
9.080121596377964e-003	3.705945e+000	4.548524e+000	4.824230e-002	8.199756e+000	5.363969e-001	4.773000e-001
9.081765795664004e-003	3.714516e+000	4.549422e+000	4.914463e-002	8.208391e+000	5.365556e-001	4.776475e-001
9.083753512264045e-003	3.722480e+000	4.550499e+000	5.022846e-002	8.216434e+000	5.367054e-001	4.780011e-001
9.085901176945190e-003	3.729569e+000	4.551654e+000	5.139070e-002	8.223610e+000	5.368390e-001	4.783210e-001
9.088537439129832e-003	3.736932e+000	4.553058e+000	5.280453e-002	8.231077e+000	5.369761e-001	4.786406e-001
9.091622171846992e-003	3.744331e+000	4.554682e+000	5.444045e-002	8.238601e+000	5.371110e-001	4.789358e-001
9.095587573186556e-003	3.752476e+000	4.556737e+000	5.651330e-002	8.246904e+000	5.372556e-001	4.792250e-001
9.100241726767863e-003	3.760517e+000	4.559102e+000	5.890133e-002	8.255134e+000	5.373945e-001	4.794744e-001
9.106582209985108e-003	3.769348e+000	4.562234e+000	6.207318e-002	8.264220e+000	5.375432e-001	4.797124e-001
9.115275393354008e-003	3.778656e+000	4.566366e+000	6.626088e-002	8.273879e+000	5.376968e-001	4.799338e-001
9.125041018354008e-003	3.786445e+000	4.570782e+000	7.072890e-002	8.282064e+000	5.378231e-001	4.801000e-001
9.134806643354008e-003	3.792068e+000	4.574937e+000	7.493071e-002	8.288084e+000	5.379133e-001	4.802120e-001
9.144572268354008e-003	3.796070e+000	4.578807e+000	7.885049e-002	8.292484e+000	5.379772e-001	4.802893e-001
9.154337893354007e-003	3.798950e+000	4.582379e+000	8.247351e-002	8.295762e+000	5.380231e-001	4.803439e-001
9.173869143354007e-003	3.802227e+000	4.588574e+000	8.877583e-002	8.299836e+000	5.380755e-001	4.804089e-001
9.193400393354007e-003	3.802837e+000	4.593429e+000	9.374288e-002	8.301243e+000	5.380863e-001	4.804322e-001
9.212931643354006e-003	3.800949e+000	4.596869e+000	9.729995e-002	8.300151e+000	5.380586e-001	4.804204e-001
9.232462893354006e-003	3.796185e+000	4.598845e+000	9.939353e-002	8.296183e+000	5.379868e-001	4.803715e-001
9.242228518354006e-003	3.792367e+000	4.599274e+000	9.988081e-002	8.292763e+000	5.379289e-001	4.803298e-001
9.251994143354005e-003	3.787167e+000	4.599326e+000	9.999215e-002	8.287959e+000	5.378500e-001	4.802726e-001
9.261759768354005e-003	3.779972e+000	4.599003e+000	9.972715e-002	8.281160e+000	5.377406e-001	4.801938e-001
9.271525393354005e-003	3.769788e+000	4.598305e+000	9.908679e-002	8.271372e+000	5.375854e-001	4.800834e-001
9.281291018354005e-003	3.755404e+000	4.597265e+000	9.807350e-002	8.257382e+000	5.373659e-001	4.799310e-001
9.287777335977162e-003	3.742246e+000	4.596369e+000	9.719616e-002	8.244484e+000	5.371643e-001	4.797917e-001
9.294566106085105e-003	3.724232e+000	4.595251e+000	9.610507e-002	8.226742e+000	5.368869e-001	4.796011e-001
9.299166960611321e-003	3.708593e+000	4.594395e+000	9.526609e-002	8.211286e+000	5.366451e-001	4.794375e-001
9.303917771008084e-003	3.688023e+000	4.593424e+000	9.431624e-002	8.190904e+000	5.363261e-001	4.792282e-001
9.307069661786309e-003	3.669587e+000	4.592736e+000	9.363963e-002	8.172591e+000	5.360401e-001	4.790567e-001
9.309816025881483e-003	3.646913e+000	4.592103e+000	9.302014e-002	8.150024e+000	5.356886e-001	4.788678e-001
9.312049641640424e-003	3.621005e+000	4.591568e+000	9.249587e-002	8.124204e+000	5.352855e-001	4.786695e-001
9.314226960586293e-003	3.588160e+000	4.591025e+000	9.196728e-002	8.091441e+000	5.347681e-001	4.784122e-001
9.317367996784500e-003	3.532618e+000	4.590212e+000	9.117442e-002	8.036018e+000	5.338756e-001	4.779283e-001
9.320557550317625e-003	3.468703e+000	4.589345e+000	9.033299e-002	7.972221e+000	5.328140e-001	4.772817e-001
9.326936657383874e-003	3.327289e+000	4.587502e+000	8.854163e-002	7.831034e+000	5.303595e-001	4.756239e-001
9.333325631992089e-003	3.174462e+000	4.585514e+000	8.660496e-002	7.678423e+000	5.275266e-001	4.735467e-001
9.343091256992089e-003	2.926316e+000	4.582211e+000	8.337620e-002	7.430582e+000	5.225091e-001	4.696668e-001
9.352856881992088e-003	2.667296e+000	4.578624e+000	7.983363e-002	7.171840e+000	5.166732e-001	4.650553e-001
9.362622506992088e-003	2.398831e+000	4.574739e+000	7.599059e-002	6.903622e+000	5.097643e-001	4.595786e-001
9.372388131992088e-003	2.122537e+000	4.570571e+000	7.186153e-002	6.627542e+000	5.014545e-001	4.530447e-001
9.382153756992088e-003	1.839618e+000	4.566135e+000	6.746200e-002	6.344805e+000	4.912024e-001	4.451042e-001
9.391919381992088e-003	1.551175e+000	4.561448e+000	6.280856e-002	6.056509e+000	4.780752e-001	4.351600e-001
9.401685006992087e-003	1.258252e+000	4.556528e+000	5.791872e-002	5.763701e+000	4.603448e-001	4.221410e-001
9.411450631992087e-003	9.618803e-001	4.551394e+000	5.281089e-002	5.467410e+000	4.343885e-001	4.039183e-001
9.421216256992087e-003	6.630757e-001	4.546063e+000	4.750429e-002	5.168654e+000	3.937199e-001	3.764500e-001
9.430981881992087e-003	3.628961e-001	4.540557e+000	4.201890e-002	4.868493e+000	3.309618e-001	3.339709e-001
