Freq.	V(out)
1.87931681680324e+000	(-5.37785524998042e-006dB,-6.35960760171454e-002°)
1.88364908948977e+000	(-5.40267830221386e-006dB,-6.37426800897593e-002°)
1.88799134909627e+000	(-5.42761593405076e-006dB,-6.38896221195014e-002°)
1.89234361864495e+000	(-5.45266867297957e-006dB,-6.40369028854422e-002°)
1.89670592121112e+000	(-5.47783704938171e-006dB,-6.41845231684481e-002°)
1.90107827992327e+000	(-5.50312159846028e-006dB,-6.43324837511857e-002°)
1.90546071796322e+000	(-5.52852285445405e-006dB,-6.44807854181258e-002°)
1.90985325856621e+000	(-5.55404135545910e-006dB,-6.46294289555474e-002°)
1.91425592502106e+000	(-5.57967764825051e-006dB,-6.47784151515422e-002°)
1.91866874067026e+000	(-5.60543227188872e-006dB,-6.49277447960187e-002°)
1.92309172891013e+000	(-5.63130577411312e-006dB,-6.50774186807063e-002°)
1.92752491319091e+000	(-5.65729870169883e-006dB,-6.52274375991592e-002°)
1.93196831701690e+000	(-5.68341160720690e-006dB,-6.53778023467614e-002°)
1.93642196394658e+000	(-5.70964504609140e-006dB,-6.55285137207302e-002°)
1.94088587759275e+000	(-5.73599957187777e-006dB,-6.56795725201205e-002°)
1.94536008162263e+000	(-5.76247574291307e-006dB,-6.58309795458296e-002°)
1.94984459975802e+000	(-5.78907412429469e-006dB,-6.59827356006008e-002°)
1.95433945577537e+000	(-5.81579527726271e-006dB,-6.61348414890278e-002°)
1.95884467350596e+000	(-5.84263976980753e-006dB,-6.62872980175594e-002°)
1.96336027683602e+000	(-5.86960817088388e-006dB,-6.64401059945032e-002°)
1.96788628970682e+000	(-5.89670105330382e-006dB,-6.65932662300301e-002°)
1.97242273611482e+000	(-5.92391899180807e-006dB,-6.67467795361788e-002°)
1.97696964011183e+000	(-5.95126256113737e-006dB,-6.69006467268599e-002°)
1.98152702580507e+000	(-5.97873234278278e-006dB,-6.70548686178602e-002°)
1.98609491735734e+000	(-6.00632892016401e-006dB,-6.72094460268470e-002°)
1.99067333898716e+000	(-6.03405287380780e-006dB,-6.73643797733726e-002°)
1.99526231496885e+000	(-6.06190479870585e-006dB,-6.75196706788787e-002°)
1.99986186963271e+000	(-6.08988528309954e-006dB,-6.76753195667003e-002°)
2.00447202736513e+000	(-6.11799491812328e-006dB,-6.78313272620705e-002°)
2.00909281260870e+000	(-6.14623429973311e-006dB,-6.79876945921249e-002°)
2.01372424986236e+000	(-6.17460403063540e-006dB,-6.81444223859056e-002°)
2.01836636368153e+000	(-6.20310470871487e-006dB,-6.83015114743660e-002°)
2.02301917867824e+000	(-6.23173694053523e-006dB,-6.84589626903750e-002°)
2.02768271952125e+000	(-6.26050133458885e-006dB,-6.86167768687214e-002°)
2.03235701093619e+000	(-6.28939849840379e-006dB,-6.87749548461184e-002°)
2.03704207770569e+000	(-6.31842904432976e-006dB,-6.89334974612080e-002°)
2.04173794466950e+000	(-6.34759358857379e-006dB,-6.90924055545655e-002°)
2.04644463672464e+000	(-6.37689275312891e-006dB,-6.92516799687040e-002°)
